assignment_id,key_code,facility_id,share,confidence,valid_from,valid_to,source_doc_id,note_ja
TRACE_YOK:14101012001,14101012001,FAC_KGD_NISHINAGASAWA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 59%（判定に使った画素 1777）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14101012002,14101012002,FAC_YOK_NISHIYA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 59%（判定に使った画素 3352）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14101014001,14101014001,FAC_YOK_NISHIYA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 58%（判定に使った画素 703）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14101014002,14101014002,FAC_YOK_NISHIYA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 82%（判定に使った画素 250）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:141010160,141010160,FAC_KGD_NISHINAGASAWA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 56%（判定に使った画素 1131）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:141010170,141010170,FAC_YOK_NISHIYA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 2512）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:141010180,141010180,FAC_YOK_NISHIYA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 2065）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14101019001,14101019001,FAC_KGD_NISHINAGASAWA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 75%（判定に使った画素 369）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14101019002,14101019002,FAC_KGD_NISHINAGASAWA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 1231）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14101019003,14101019003,FAC_KGD_NISHINAGASAWA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 99%（判定に使った画素 760）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14101019004,14101019004,FAC_KGD_NISHINAGASAWA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 488）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14101019005,14101019005,FAC_KGD_NISHINAGASAWA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 359）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14101019006,14101019006,FAC_KGD_NISHINAGASAWA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 145）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14101019007,14101019007,FAC_KGD_NISHINAGASAWA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 944）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14101026001,14101026001,FAC_KGD_NISHINAGASAWA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 437）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14101026002,14101026002,FAC_KGD_NISHINAGASAWA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 940）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14101026003,14101026003,FAC_KGD_NISHINAGASAWA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 89%（判定に使った画素 1625）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14101026004,14101026004,FAC_KGD_NISHINAGASAWA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 99%（判定に使った画素 1491）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14101026005,14101026005,FAC_KGD_NISHINAGASAWA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 191）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14101026006,14101026006,FAC_KGD_NISHINAGASAWA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 574）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14101026007,14101026007,FAC_KGD_NISHINAGASAWA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 511）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14101033101,14101033101,FAC_KGD_NISHINAGASAWA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 70%（判定に使った画素 3770）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14101033102,14101033102,FAC_YOK_KOSUZUME,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。馬入川系統（小雀浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 76%（判定に使った画素 2787）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14101033103,14101033103,FAC_KGD_NISHINAGASAWA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 62%（判定に使った画素 2511）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14101034101,14101034101,FAC_YOK_KOSUZUME,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。馬入川系統（小雀浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 74%（判定に使った画素 2812）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14101034102,14101034102,FAC_YOK_KOSUZUME,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。馬入川系統（小雀浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 2544）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14101034103,14101034103,FAC_YOK_KOSUZUME,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。馬入川系統（小雀浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 95%（判定に使った画素 3710）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14101034104,14101034104,FAC_YOK_KOSUZUME,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。馬入川系統（小雀浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 3435）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14101034105,14101034105,FAC_YOK_KOSUZUME,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。馬入川系統（小雀浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 2857）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14101035001,14101035001,FAC_KGD_NISHINAGASAWA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 68%（判定に使った画素 1962）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14101035002,14101035002,FAC_YOK_NISHIYA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 97%（判定に使った画素 1587）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14101035003,14101035003,FAC_YOK_NISHIYA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 92%（判定に使った画素 955）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14101035004,14101035004,FAC_YOK_KOSUZUME,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。馬入川系統（小雀浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 99%（判定に使った画素 743）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14101035005,14101035005,FAC_YOK_KOSUZUME,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。馬入川系統（小雀浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 98%（判定に使った画素 1867）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14101040001,14101040001,FAC_YOK_NISHIYA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 88%（判定に使った画素 1214）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14101040002,14101040002,FAC_YOK_NISHIYA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 2708）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14101040003,14101040003,FAC_YOK_NISHIYA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 1677）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14101040004,14101040004,FAC_YOK_NISHIYA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 92%（判定に使った画素 961）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14101040005,14101040005,FAC_KGD_NISHINAGASAWA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 94%（判定に使った画素 2215）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14101040006,14101040006,FAC_KGD_NISHINAGASAWA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 65%（判定に使った画素 2324）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14101046001,14101046001,FAC_KGD_NISHINAGASAWA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 73%（判定に使った画素 1761）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:14101046002,14101046002,FAC_KGD_NISHINAGASAWA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 62%（判定に使った画素 2850）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:141010480,141010480,FAC_KGD_NISHINAGASAWA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。企業団酒匂川系統（西長沢・相模原浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 57%（判定に使った画素 2863）。位置合わせ IoU 0.863（4パラメータ）。図では西長沢浄水場系と相模原浄水場系が同じ色で区別できないため供給水量の大きい西長沢に寄せている（企業団の1日平均供給水量 R7年度 西長沢 467486 ㎥ / 相模原 248448 ㎥）
TRACE_YOK:141010490,141010490,FAC_YOK_NISHIYA,1.0,low,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 91%（判定に使った画素 2464）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14101050001,14101050001,FAC_YOK_NISHIYA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 4279）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14101050002,14101050002,FAC_YOK_NISHIYA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 1412）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14101050003,14101050003,FAC_YOK_NISHIYA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 99%（判定に使った画素 2297）。位置合わせ IoU 0.863（4パラメータ）
TRACE_YOK:14101050004,14101050004,FAC_YOK_NISHIYA,1.0,medium,2026-04-01,,DOC_YOK_SUISHITSU_R8,令和8年度水質検査計画 p11「各水源の主な給水区域」図からのラスタ読み取り。相模川系統（西谷浄水場系）。図は「主な給水区域」であり町丁目単位の断定ではない。純度 100%（判定に使った画素 1940）。位置合わせ IoU 0.863（4パラメータ）
