edge_id,from_id,to_id,share,basis,valid_from,valid_to,source_doc_id,note_ja
E_OZEKI_TRUNK,FAC_KGD_SAGAMIOZEKI,FAC_KGD_SAKAWA_TRUNK,0.304,nominal,2026-04-01,,DOC_KGD_GAIYOU_R8,取水能力比 621000/(1422300+621000)。実際の混合比は公表資料に無い。概算
E_TRUNK_ISEHARA,FAC_KGD_SAKAWA_TRUNK,FAC_KGD_ISEHARA,1.0,estimated,2026-04-01,,DOC_KGD_GAIYOU_R8,給水系統図で伊勢原浄水場は伊勢原ポンプ所を介して導水路から分岐しており他の原水は入らない
E_TRUNK_SAGAMIHARA,FAC_KGD_SAKAWA_TRUNK,FAC_KGD_SAGAMIHARA,1.0,estimated,2026-04-01,,DOC_KGD_GAIYOU_R8,給水系統図で相模原浄水場は相模原ポンプ場・着水井（分水池）を介して導水路から分岐しており他の原水は入らない
E_TRUNK_FUCHINOBE,FAC_KGD_SAKAWA_TRUNK,FAC_KGD_FUCHINOBE,0.849,nominal,2026-04-01,,DOC_KGD_GAIYOU_R8,能力比 (937700-142000)/937700。概算
E_KGDNUMOTO_FUCHINOBE,FAC_KGD_NUMOTO,FAC_KGD_FUCHINOBE,0.151,nominal,2026-04-01,,DOC_KGD_GAIYOU_R8,能力比 142000/937700。概算
E_FUCHINOBE_NISHINAGASAWA,FAC_KGD_FUCHINOBE,FAC_KGD_NISHINAGASAWA,1.0,measured,2026-04-01,,DOC_KGD_GAIYOU_R8,給水系統図で西長沢浄水場の上流は淵野辺接合井のみ
E_SAGAMI_KENSAMUKAWA,SRC_SAGAMI,FAC_KEN_SAMUKAWA_IN,1.0,measured,2026-04-01,,DOC_KEN_WEP_R8,寒川取水堰で取水するのは相模川のみ（DOC_KEN_WEP_R8 p3・p4）
E_KENSAMUKAWA_JP,FAC_KEN_SAMUKAWA_IN,FAC_KEN_SAMUKAWA_JP,1.0,measured,2026-04-01,,DOC_KEN_WEP_R8,浄水施設一覧の備考が「相模川の寒川取水堰より取水」のみ
E_SAGAMI_KENNUMOTO,SRC_SAGAMI,FAC_KEN_NUMOTO,1.0,measured,2026-04-01,,DOC_KEN_WEP_R8,沼本ダム（相模湖放流水）で取水するのは相模川のみ
E_KENNUMOTO_YAGAHARA,FAC_KEN_NUMOTO,FAC_KEN_YAGAHARA,1.0,measured,2026-04-01,,DOC_KEN_WEP_R8,浄水施設一覧の備考が「相模川の沼本ダム（相模湖放流水）より取水」のみ。緩速ろ過の伏流水系統は休止
E_TOCHIYA_OCHIAI,SRC_TOCHIYAGAWA,FAC_KEN_OCHIAI,1.0,measured,2026-04-01,,DOC_KEN_WEP_R8,備考が「栃谷川より取水」のみ
E_SANOGAWA_KAMASAWA,SRC_SANOGAWA,FAC_KEN_KAMASAWA,1.0,measured,2026-04-01,,DOC_KEN_WEP_R8,備考が「佐野川より取水」のみ
E_SAWAI_WADA,SRC_SAWAIGAWA,FAC_KEN_WADA,1.0,measured,2026-04-01,,DOC_KEN_WEP_R8,備考が「沢井川より取水」のみ
E_OYAMAGAWA_OYAMA,SRC_OYAMAGAWA,FAC_KEN_OYAMA,1.0,measured,2026-04-01,,DOC_KEN_WEP_R8,備考が「大山川より取水」のみ
E_HAYATO_TORIYA,SRC_HAYATOGAWA,FAC_KEN_TORIYA,1.0,measured,2026-04-01,,DOC_KEN_WEP_R8,備考が「早戸川の伏流水を取水」のみ
E_HAKONEYUSUI_ITALY,SRC_HAKONE_YUSUI,FAC_KEN_ITALY,1.0,measured,2026-04-01,,DOC_KEN_WEP_R8,水源種別が湧水。「箱根町内の湧水を水源としています」
E_HAKONEYUSUI_SHINONOKI,SRC_HAKONE_YUSUI,FAC_KEN_SHINONOKI,1.0,measured,2026-04-01,,DOC_KEN_WEP_R8,同上
E_HAKONEYUSUI_MIZUDONO,SRC_HAKONE_YUSUI,FAC_KEN_MIZUDONO,1.0,measured,2026-04-01,,DOC_KEN_WEP_R8,同上
E_ITALY_HAKONE,FAC_KEN_ITALY,FAC_KEN_HAKONE,0.334,nominal,2026-04-01,,DOC_KEN_WEP_R8,3施設の分担比は非公表なので等分で置いた。概算。3施設とも原水は箱根町内の湧水なので合成結果は変わらない
E_SHINONOKI_HAKONE,FAC_KEN_SHINONOKI,FAC_KEN_HAKONE,0.333,nominal,2026-04-01,,DOC_KEN_WEP_R8,同上
E_MIZUDONO_HAKONE,FAC_KEN_MIZUDONO,FAC_KEN_HAKONE,0.333,nominal,2026-04-01,,DOC_KEN_WEP_R8,同上
E_KENSAMUKAWA_SAGAMIKEI,FAC_KEN_SAMUKAWA_JP,FAC_KEN_SAGAMIKEI,0.488,estimated,2026-04-01,,DOC_KEN_NENPO_R4,令和4年度の送水量水源別構成（寒川31.0%・谷ケ原13.8%・企業団53.9%。p40）と企業団受水地点別実績（綾瀬分は受水の34.64%。p38）から、相模川系3浄水場だけを取り出して正規化した 0.310/(0.310+0.138+0.187)。事業体全体の平均であって市町ごとの実測ではないので estimated
E_YAGAHARA_SAGAMIKEI,FAC_KEN_YAGAHARA,FAC_KEN_SAGAMIKEI,0.218,estimated,2026-04-01,,DOC_KEN_NENPO_R4,同上 0.138/(0.310+0.138+0.187)
E_KGDAYASE_SAGAMIKEI,FAC_KGD_AYASE,FAC_KEN_SAGAMIKEI,0.294,estimated,2026-04-01,,DOC_KEN_NENPO_R4,同上 0.187/(0.310+0.138+0.187)。企業団綾瀬浄水場から県営水道への用水供給（DOC_KEN_WEP_R8 p3）
E_KGDSAGAMIHARA_KENJUSUI,FAC_KGD_SAGAMIHARA,FAC_KEN_JUSUI,0.4465,measured,2026-04-01,,DOC_KEN_NENPO_R4,令和4年度の企業団受水地点別実績（麻溝台・下鶴間・当麻・上和田・淵野辺・上鶴間の合計 63191470 m3 / 全受水 141519000 m3。p38）
E_KGDISEHARA_KENJUSUI,FAC_KGD_ISEHARA,FAC_KEN_JUSUI,0.2071,measured,2026-04-01,,DOC_KEN_NENPO_R4,同上（日向・上粕屋・南金目・小野・吉沢・本郷の合計 29309400 m3）
E_KGDAYASE_KENJUSUI,FAC_KGD_AYASE,FAC_KEN_JUSUI,0.3464,measured,2026-04-01,,DOC_KEN_NENPO_R4,同上（上今泉・大和・葛原・稲荷・大船・久木・木古庭の合計 49018130 m3）
E_YAGAHARA_KENSAGAMIHARA,FAC_KEN_YAGAHARA,FAC_KEN_SAGAMIHARA,,unknown,2026-04-01,,DOC_KEN_NENPO_R4,主要配水系統図 p41 で谷ケ原浄水場→谷ケ原配水池→北相配水本管→給水地域「相模原市内」。給水栓検査地点 相模原市中央区千代田＝谷ケ原浄水場系（DOC_KEN_WEP_R8 p8）。混合比は非公表
E_KGDSAGAMIHARA_KENSAGAMIHARA,FAC_KGD_SAGAMIHARA,FAC_KEN_SAGAMIHARA,,unknown,2026-04-01,,DOC_KEN_NENPO_R4,主要配水系統図 p41 で企業団相模原浄水場→淵野辺受水地点→（企）調整池→給水地域「相模原市内」。麻溝台・当麻・上鶴間の各受水地点からも「相模原市内」。混合比は非公表
E_KENSAMUKAWA_KENHIRATSUKA,FAC_KEN_SAMUKAWA_JP,FAC_KEN_HIRATSUKA,,unknown,2026-04-01,,DOC_KEN_NENPO_R4,主要配水系統図 p41 で寒川浄水場（西系）→湘南西配水本管→給水地域「平塚・厚木・伊勢原市内」および「平塚市内」。混合比は非公表
E_KGDISEHARA_KENHIRATSUKA,FAC_KGD_ISEHARA,FAC_KEN_HIRATSUKA,,unknown,2026-04-01,,DOC_KEN_NENPO_R4,主要配水系統図 p41 で企業団伊勢原浄水場→南金目受水地点→給水地域「平塚市内」。吉沢受水地点→平塚配水池も同系。混合比は非公表
E_KENSAMUKAWA_KENATSUGI,FAC_KEN_SAMUKAWA_JP,FAC_KEN_ATSUGI,,unknown,2026-04-01,,DOC_KEN_WEP_R8,給水栓検査地点 厚木市旭町＝寒川浄水場系（p8）。主要配水系統図 p41 の湘南西配水本管に給水地域「平塚・厚木・伊勢原市内」。混合比は非公表
E_YAGAHARA_KENATSUGI,FAC_KEN_YAGAHARA,FAC_KEN_ATSUGI,,unknown,2026-04-01,,DOC_KEN_WEP_R8,給水栓検査地点 厚木市上荻野＝谷ケ原・伊勢原・相模原浄水場混合系（p8）。谷ケ原浄水場は相模原市・厚木市・愛川町の2市1町に給水（DOC_KEN_YAGAHARA）。主要配水系統図 p41 の北相配水本管に中荻野・上荻野東部・飯山。混合比は非公表
E_KGDISEHARA_KENATSUGI,FAC_KGD_ISEHARA,FAC_KEN_ATSUGI,,unknown,2026-04-01,,DOC_KEN_WEP_R8,給水栓検査地点 厚木市上荻野＝谷ケ原・伊勢原・相模原浄水場混合系（p8）。主要配水系統図 p41 で企業団伊勢原浄水場→日向受水地点→給水地域「伊勢原・厚木市内」・小野受水地点→給水地域「厚木市内」/厚木低区/高森。混合比は非公表
E_KGDSAGAMIHARA_KENATSUGI,FAC_KGD_SAGAMIHARA,FAC_KEN_ATSUGI,,unknown,2026-04-01,,DOC_KEN_WEP_R8,給水栓検査地点 厚木市上荻野＝谷ケ原・伊勢原・相模原浄水場混合系（p8）。主要配水系統図 p41 の北相送水管 φ1100 は企業団相模原浄水場から出ている。混合比は非公表
E_KGDSAGAMIHARA_KENYAMATO,FAC_KGD_SAGAMIHARA,FAC_KEN_YAMATO,,unknown,2026-04-01,,DOC_KEN_WEP_R8,給水栓検査地点 大和市深見＝綾瀬・相模原浄水場混合系（p8）。主要配水系統図 p41 で下鶴間・上鶴間・上和田の各受水地点から給水地域「大和市内」「大和・綾瀬市内」。混合比は非公表
E_KGDAYASE_KENYAMATO,FAC_KGD_AYASE,FAC_KEN_YAMATO,,unknown,2026-04-01,,DOC_KEN_WEP_R8,給水栓検査地点 大和市深見＝綾瀬・相模原浄水場混合系（p8）。主要配水系統図 p41 で企業団綾瀬浄水場→大和受水地点→大和配水池→給水地域「大和市内」。混合比は非公表
E_KENSAMUKAWA_KENAYASE,FAC_KEN_SAMUKAWA_JP,FAC_KEN_AYASE,,unknown,2026-04-01,,DOC_KEN_NENPO_R4,主要配水系統図 p41 で寒川浄水場（東系）→吉岡送水管 φ1000・海老名送水管 φ900→吉岡・杉久保配水池→給水地域「綾瀬・海老名市内」。混合比は非公表
E_KGDISEHARA_KENAYASE,FAC_KGD_ISEHARA,FAC_KEN_AYASE,,unknown,2026-04-01,,DOC_KEN_NENPO_R4,主要配水系統図 p41 で企業団伊勢原浄水場→本郷受水地点→吉岡・杉久保配水池→給水地域「綾瀬・海老名市内」。混合比は非公表
E_KGDSAGAMIHARA_KENAYASE,FAC_KGD_SAGAMIHARA,FAC_KEN_AYASE,,unknown,2026-04-01,,DOC_KEN_NENPO_R4,主要配水系統図 p41 で企業団相模原浄水場→上和田受水地点→給水地域「大和・綾瀬市内」。混合比は非公表
E_KENSAMUKAWA_KENEBINA,FAC_KEN_SAMUKAWA_JP,FAC_KEN_EBINA,,unknown,2026-04-01,,DOC_KEN_WEP_R8,給水栓検査地点 海老名市門沢橋＝寒川・伊勢原浄水場混合系（p8）。主要配水系統図 p41 で寒川浄水場（東系）→海老名送水管 φ900→吉岡・杉久保配水池→給水地域「綾瀬・海老名市内」。混合比は非公表
E_KGDISEHARA_KENEBINA,FAC_KGD_ISEHARA,FAC_KEN_EBINA,,unknown,2026-04-01,,DOC_KEN_WEP_R8,給水栓検査地点 海老名市門沢橋＝寒川・伊勢原浄水場混合系（p8）。主要配水系統図 p41 で本郷受水地点→吉岡・杉久保配水池。混合比は非公表
E_KGDSAGAMIHARA_KENEBINA,FAC_KGD_SAGAMIHARA,FAC_KEN_EBINA,,unknown,2026-04-01,,DOC_KEN_WEP_R8,給水栓検査地点 海老名市望地＝相模原浄水場系（p8）。混合比は非公表
E_KGDAYASE_KENEBINA,FAC_KGD_AYASE,FAC_KEN_EBINA,,unknown,2026-04-01,,DOC_KEN_NENPO_R4,主要配水系統図 p41 で企業団綾瀬浄水場→上今泉受水地点→上今泉配水池。上今泉は海老名市の町名。混合比は非公表
E_KENSAMUKAWA_KENISEHARA,FAC_KEN_SAMUKAWA_JP,FAC_KEN_ISEHARA,,unknown,2026-04-01,,DOC_KEN_NENPO_R4,主要配水系統図 p41 で寒川浄水場（西系）→湘南西配水本管→給水地域「平塚・厚木・伊勢原市内」。混合比は非公表
E_KGDISEHARA_KENISEHARA,FAC_KGD_ISEHARA,FAC_KEN_ISEHARA,,unknown,2026-04-01,,DOC_KEN_NENPO_R4,主要配水系統図 p41 で企業団伊勢原浄水場→日向受水地点→給水地域「伊勢原・厚木市内」・上粕屋受水地点→三ノ宮低区/高区。給水栓検査地点 伊勢原市善波＝伊勢原浄水場系（DOC_KEN_WEP_R8 p8）。混合比は非公表
E_KENSAMUKAWA_KENODAWARA,FAC_KEN_SAMUKAWA_JP,FAC_KEN_ODAWARA,,unknown,2026-04-01,,DOC_KEN_WEP_R8,給水栓検査地点 小田原市沼代＝寒川・伊勢原浄水場混合系（p8）。混合比は非公表
E_KGDISEHARA_KENODAWARA,FAC_KGD_ISEHARA,FAC_KEN_ODAWARA,,unknown,2026-04-01,,DOC_KEN_WEP_R8,給水栓検査地点 小田原市沼代＝寒川・伊勢原浄水場混合系（p8）。混合比は非公表
E_SAGAMI_KWSNUMOTO,SRC_SAGAMI,FAC_KWS_NUMOTO,1.0,measured,2026-04-01,,DOC_KWS_SUISHITSU_R8,沼本取水口で取水するのは相模湖（相模川）のみ（DOC_KWS_SUISHITSU_R8 p2）
E_KWSNUMOTO_NAGASAWA,FAC_KWS_NUMOTO,FAC_KWS_NAGASAWA,1.0,measured,2026-04-01,,DOC_KWS_SUISHITSU_R8,「相模湖下流の沼本取水口で取水され長沢浄水場に送られています」（p2）。原水の種類は相模川水系ダム放流水の1種類のみ（p3 表−1）
E_KWSNAGASAWA_IKUTA,FAC_KWS_NAGASAWA,FAC_KWS_IKUTA,,unknown,2026-04-01,,DOC_KWS_SUISHITSU_R8,図−7（DOC_KWS_SUISHITSU_R8 p11）の凡例が生田配水池系を「長・企」と書いており長沢浄水場と企業団西長沢浄水場の両方が入る。混合比は非公表
E_KGDNISHINAGASAWA_IKUTA,FAC_KGD_NISHINAGASAWA,FAC_KWS_IKUTA,,unknown,2026-04-01,,DOC_KWS_SUISHITSU_R8,同上。企業団西長沢浄水場から川崎市への給水地点は潮見台・鷺沼・末吉・臨海地区の4か所（DOC_KGD_GAIYOU_R8 p49）。混合比は非公表
E_KWSNAGASAWA_TAKAISHI,FAC_KWS_NAGASAWA,FAC_KWS_TAKAISHI,,unknown,2026-04-01,,DOC_KWS_SUISHITSU_R8,図−7（DOC_KWS_SUISHITSU_R8 p11）の凡例が高石配水塔系を「長・企」と書いており長沢浄水場と企業団西長沢浄水場の両方が入る。混合比は非公表
E_KGDNISHINAGASAWA_TAKAISHI,FAC_KGD_NISHINAGASAWA,FAC_KWS_TAKAISHI,,unknown,2026-04-01,,DOC_KWS_SUISHITSU_R8,同上。企業団西長沢浄水場から川崎市への給水地点は潮見台・鷺沼・末吉・臨海地区の4か所（DOC_KGD_GAIYOU_R8 p49）。混合比は非公表
E_KWSNAGASAWA_MIYAZAKI,FAC_KWS_NAGASAWA,FAC_KWS_MIYAZAKI,,unknown,2026-04-01,,DOC_KWS_SUISHITSU_R8,図−7（DOC_KWS_SUISHITSU_R8 p11）の凡例が宮崎配水塔系を「長・企」と書いており長沢浄水場と企業団西長沢浄水場の両方が入る。混合比は非公表
E_KGDNISHINAGASAWA_MIYAZAKI,FAC_KGD_NISHINAGASAWA,FAC_KWS_MIYAZAKI,,unknown,2026-04-01,,DOC_KWS_SUISHITSU_R8,同上。企業団西長沢浄水場から川崎市への給水地点は潮見台・鷺沼・末吉・臨海地区の4か所（DOC_KGD_GAIYOU_R8 p49）。混合比は非公表
E_KWSNAGASAWA_SAGINUMA,FAC_KWS_NAGASAWA,FAC_KWS_SAGINUMA,,unknown,2026-04-01,,DOC_KWS_SUISHITSU_R8,図−7（DOC_KWS_SUISHITSU_R8 p11）の凡例が鷺沼配水池系を「長・企」と書いており長沢浄水場と企業団西長沢浄水場の両方が入る。混合比は非公表
E_KGDNISHINAGASAWA_SAGINUMA,FAC_KGD_NISHINAGASAWA,FAC_KWS_SAGINUMA,,unknown,2026-04-01,,DOC_KWS_SUISHITSU_R8,同上。企業団西長沢浄水場から川崎市への給水地点は潮見台・鷺沼・末吉・臨海地区の4か所（DOC_KGD_GAIYOU_R8 p49）。混合比は非公表
E_KWSNAGASAWA_SUEYOSHI,FAC_KWS_NAGASAWA,FAC_KWS_SUEYOSHI,,unknown,2026-04-01,,DOC_KWS_SUISHITSU_R8,図−7（DOC_KWS_SUISHITSU_R8 p11）の凡例が末吉配水池系を「長・企」と書いており長沢浄水場と企業団西長沢浄水場の両方が入る。混合比は非公表
E_KGDNISHINAGASAWA_SUEYOSHI,FAC_KGD_NISHINAGASAWA,FAC_KWS_SUEYOSHI,,unknown,2026-04-01,,DOC_KWS_SUISHITSU_R8,同上。企業団西長沢浄水場から川崎市への給水地点は潮見台・鷺沼・末吉・臨海地区の4か所（DOC_KGD_GAIYOU_R8 p49）。混合比は非公表
E_SAGAMI_YKSSHAGE,SRC_SAGAMI,FAC_YKS_SHAGE,1.0,measured,2026-04-01,,DOC_YKS_KEITO_ARIMA,相模大堰で取水するのは相模川のみ。系統名も「有馬系統（相模川水系相模川自流水）」（DOC_YKS_KEITO）
E_YKSSHAGE_ARIMA,FAC_YKS_SHAGE,FAC_YKS_ARIMA,0.970127,measured,2026-04-01,,DOC_YKS_TOUKEI_R6,令和6年度の系統別着水量（DOC_YKS_TOUKEI_R6 p31）。有馬浄水場の自己水源着水量 18026610 m3 と企業団受水の給水地点「有馬」555030 m3（同 p32）の合計 18581640 m3 に対する比
E_KGDISEHARA_YKSARIMA,FAC_KGD_ISEHARA,FAC_YKS_ARIMA,0.029873,measured,2026-04-01,,DOC_YKS_TOUKEI_R6,同上 555030/18581640。企業団の給水地点「有馬」（海老名市中河内＝有馬浄水場）は伊勢原浄水場系統（DOC_KGD_GAIYOU_R8 p49）。横須賀市側の呼び名は「酒匂川系統」で三保ダム→飯泉取水堰→伊勢原浄水場（DOC_YKS_KEITO_SAKAWA）
E_HASHIRIMIZU_YKSHASHIRIMIZU,SRC_HASHIRIMIZU,FAC_YKS_HASHIRIMIZU,1.0,measured,2026-04-01,,DOC_YKS_KEITO_HASHIRIMIZU,走水水源地の原水は市内湧水のみ（DOC_YKS_WEP_R8 p3 の原水の種類が「湧水」）
E_YKSARIMA_YKSCITY,FAC_YKS_ARIMA,FAC_YKS_CITY,0.329323,estimated,2026-04-01,,DOC_YKS_TOUKEI_R6,令和6年度の系統別着水量（DOC_YKS_TOUKEI_R6 p31・p32）。有馬 18026610＋企業団受水「有馬」555030＝18581640 m3 / 総着水量 56423886 m3。市全体の年間平均を全町丁目に当てているので estimated
E_KOSUZUME_YKSCITY,FAC_YOK_KOSUZUME,FAC_YKS_CITY,0.443118,estimated,2026-04-01,,DOC_YKS_TOUKEI_R6,同上 25002500/56423886。小雀浄水場は横浜市水道局との共同施設で横須賀市分の浄水を横浜市へ第三者委託して運転している（DOC_YKS_KEITO_KOSUZUME）。企業団の給水地点「小雀第2」からの受水 364900 m3 は小雀系統の内数（DOC_YKS_TOUKEI_R6 p32 注1）で原水はどちらも寒川取水堰の相模川なので分けていない
E_KGDAYASE_YKSCITY,FAC_KGD_AYASE,FAC_YKS_CITY,0.222581,estimated,2026-04-01,,DOC_YKS_TOUKEI_R6,同上。企業団受水のうち田浦 2766750＋武 8231600＋芦名 1560500＝12558850 m3 / 56423886 m3。この3給水地点はいずれも綾瀬浄水場系（DOC_KGD_GAIYOU_R8 p50）。横須賀市側の呼び名は「宮ヶ瀬系統」（DOC_YKS_KEITO_MIYAGASE）
E_YKSHASHIRIMIZU_YKSCITY,FAC_YKS_HASHIRIMIZU,FAC_YKS_CITY,0.004978,estimated,2026-04-01,,DOC_YKS_TOUKEI_R6,同上 280896/56423886。**走水系統は市内全域には行かない。**「東ブロックは、走水系統の影響を受ける地域と、ほかの給水区域で水質が異なる」（DOC_YKS_WEP_R8 p13）。ブロックの境界が町丁目の粒度で公表されていないため市全体の平均として置いている
E_SAKAWA_ODWIIZUMI,SRC_SAKAWA,FAC_ODW_IIZUMI,1.0,measured,2026-04-01,,DOC_ODW_WEP_R8,飯泉取水ポンプ所で取水するのは酒匂川の表流水のみ（DOC_ODW_WEP_R8 p2 表2.1・p5）
E_ODWIIZUMI_TAKATA,FAC_ODW_IIZUMI,FAC_ODW_TAKATA,1.0,measured,2026-04-01,,DOC_ODW_WEP_R8,高田浄水場の原水は飯泉取水ポンプ所の酒匂川表流水のみ（DOC_ODW_WEP_R8 p5）
E_ODWTAKATA_ODWCITY,FAC_ODW_TAKATA,FAC_ODW_CITY,0.873554,estimated,2026-04-01,,DOC_KAN_SUIDOU_R5,令和5年度 年間取水量 ダム放流 20995 / 合計 24034 千㎥（DOC_KAN_SUIDOU_R5 p26）。ダム放流＝三保ダムに水源手当のある酒匂川を下流の飯泉で取水するもの（同 p24 水利権等・注2）
E_ODWGW_ODWCITY,SRC_ODAWARA_GW,FAC_ODW_CITY,0.115545,estimated,2026-04-01,,DOC_KAN_SUIDOU_R5,令和5年度 年間取水量 深井戸 2777 / 合計 24034 千㎥（同 p26）。井戸は 7 本（同 p23）
E_ODWSPRING_ODWCITY,SRC_ODAWARA_SPRING,FAC_ODW_CITY,0.010901,estimated,2026-04-01,,DOC_KAN_SUIDOU_R5,令和5年度 年間取水量 湧水 262 / 合計 24034 千㎥（同 p26）
E_KARIGAWA_MASYAGURA,SRC_KARIGAWA,FAC_MAS_YAGURASAWA,1.0,measured,2026-04-01,,DOC_MAS_ANZEN_R8,矢倉沢浄水場の原水は狩川の表流水のみ（DOC_MAS_ANZEN_R8 p2・DOC_KAN_SUIDOU_R5 p24 水利権等）
E_MASYAGURA_MASCITY,FAC_MAS_YAGURASAWA,FAC_MAS_CITY,0.693779,estimated,2026-04-01,,DOC_KAN_SUIDOU_R5,令和5年度 年間取水量 表流水（自流）5041 / 合計 7266 千㎥（同 p26）
E_MASGW_MASCITY,SRC_MINAMIASHIGARA_GW,FAC_MAS_CITY,0.287091,estimated,2026-04-01,,DOC_KAN_SUIDOU_R5,令和5年度 年間取水量 深井戸 2086 / 合計 7266 千㎥（同 p26）。井戸は 9 本（同 p23）
E_MASSPRING_MASCITY,SRC_MINAMIASHIGARA_SPRING,FAC_MAS_CITY,0.01913,estimated,2026-04-01,,DOC_KAN_SUIDOU_R5,令和5年度 年間取水量 湧水 139 / 合計 7266 千㎥（同 p26）
E_YKSCITY_MIUCITY,FAC_YKS_CITY,FAC_MIU_CITY,1.0,measured,2026-04-01,,DOC_MIU_WEP_R8,三浦市の水源は全量が横須賀市からの浄水受水（DOC_MIU_WEP_R8 p3・DOC_MIU_VISION_GAIYOU p2 表2-2「自己水源 0」）。令和5年度の年間取水量も市外水源 5626 千㎥のみ（DOC_KAN_SUIDOU_R5 p26）
E_NKIGW_NKICITY,SRC_NAKAI_GW,FAC_NKI_CITY,1.0,measured,2026-04-01,,DOC_NKI_WEP_R8,稼働中の水源は 6 か所すべて地下水（DOC_NKI_WEP_R8 p3 表2）。令和5年度の年間取水量も浅井戸 667 + 深井戸 1582 = 2249 千㎥で浄水受水は無い（DOC_KAN_SUIDOU_R5 p26）
E_KAIGW_KAICITY,SRC_KAISEI_GW,FAC_KAI_CITY,1.0,measured,2026-04-01,,DOC_KAI_KEIEI,経営戦略の水源欄が「☑地下水」のみで受水にチェックが無い（DOC_KAI_KEIEI p1）。令和5年度の年間取水量も深井戸 2213 千㎥だけで浄水受水は無い（DOC_KAN_SUIDOU_R5 p26）
E_OIGW_OICITY,SRC_OI_GW,FAC_OI_CITY,1.0,measured,2026-04-01,,DOC_OI_KEIEI,水源は 7 本の深井戸のみ（DOC_OI_KEIEI p4）。令和5年度の年間取水量も深井戸 2365 千㎥だけで浄水受水は無い（DOC_KAN_SUIDOU_R5 p26）
E_MTDGW_MTDJOSUI,SRC_MATSUDA_GW,FAC_MTD_JOSUI,1.0,measured,2026-04-01,,DOC_MTD_VISION,上水道事業の水源は 4 本の深井戸のみ（DOC_MTD_VISION p30）。令和5年度の年間取水量も深井戸 1104 千㎥だけで浄水受水は無い（DOC_KAN_SUIDOU_R5 p26）
E_MTDGW_MTDYADORIKI,SRC_MATSUDA_GW,FAC_MTD_YADORIKI,0.995,estimated,2026-04-01,,DOC_KAN_SUIDOU_R5,令和5年度 年間取水量 深井戸 199057 / 合計 200057 ㎥（DOC_KAN_SUIDOU_R5 p51）
